id,section,section_vi,japanese,reading,vietnamese,usage,level,example_jp,example_vi
v867,5.12,Từ vựng cơ bản J5,変更,henkou,Thay đổi,Change,J4,予定を変更します。,Đổi kế hoạch.
v868,5.12,Từ vựng cơ bản J5,準備,junbi,Chuẩn bị,Preparation,J4,会議の準備をします。,Chuẩn bị họp.
v869,5.12,Từ vựng cơ bản J5,確認,kakunin,Xác nhận,Confirmation,J4,もう一度確認してください。,Hãy xác nhận lại.
v870,5.12,Từ vựng cơ bản J5,注意,chuui,Chú ý / Cẩn thận,Attention/caution,J4,注意してください。,Hãy cẩn thận.
v871,5.12,Từ vựng cơ bản J5,失敗,shippai,Thất bại / Sai lầm,Failure/mistake,J4,失敗から学びます。,Học từ sai lầm.
v872,5.12,Từ vựng cơ bản J5,成功,seikou,Thành công,Success,J4,プロジェクトが成功しました。,Dự án thành công.
v873,5.12,Từ vựng cơ bản J5,問題,mondai,Vấn đề,Problem,J4,問題が発生しました。,Xảy ra vấn đề.
v874,5.12,Từ vựng cơ bản J5,解決,kaiketsu,Giải quyết,Solution,J4,問題を解決しました。,Đã giải quyết VĐ.
v875,5.12,Từ vựng cơ bản J5,原因,genin,Nguyên nhân,Cause,J4,原因を調査しています。,Đang điều tra nguyên nhân.
v876,5.12,Từ vựng cơ bản J5,結果,kekka,Kết quả,Result,J4,結果を報告します。,Báo cáo kết quả.
v877,5.12,Từ vựng cơ bản J5,影響,eikyou,Ảnh hưởng,Impact/influence,J3,業績に影響があります。,Có ảnh hưởng đến thành tích.
v878,5.12,Từ vựng cơ bản J5,改善,kaizen,Cải thiện,Improvement,J3,業務を改善します。,Cải thiện công việc.
v879,6.1,Bảo hiểm & Phúc lợi,社会保険料,shakai hokenryou,Phí BHXH,Social insurance premium,J3,社会保険料が給与から天引きされます。,Phí BHXH bị trừ từ lương.
v880,6.1,Bảo hiểm & Phúc lợi,介護保険,kaigo hoken,BH chăm sóc dài hạn,Long-term care insurance,J3,40歳から介護保険に加入します。,Từ 40 tuổi tham gia BH chăm sóc.
v881,6.1,Bảo hiểm & Phúc lợi,産休,sankyuu,Nghỉ thai sản,Maternity leave,J3,産休を取得します。,Xin nghỉ thai sản.
v882,6.1,Bảo hiểm & Phúc lợi,育休,ikukyuu,Nghỉ nuôi con,Childcare leave,J3,育休は最長2年取得できます。,Nghỉ nuôi con tối đa 2 năm.
v883,6.1,Bảo hiểm & Phúc lợi,傷病手当,shoubyou teate,Trợ cấp ốm đau,Sickness benefit,J2,傷病手当金を申請します。,Nộp đơn trợ cấp ốm đau.
v884,6.1,Bảo hiểm & Phúc lợi,退職金,taishokukin,Tiền thôi việc,Severance pay,J3,退職金制度があります。,Có chế độ tiền thôi việc.
v885,6.1,Bảo hiểm & Phúc lợi,企業年金,kigyou nenkin,Lương hưu DN,Corporate pension,J2,企業年金に加入しています。,Đang tham gia pension DN.
v886,6.1,Bảo hiểm & Phúc lợi,交通費,koutsuuhi,Phí đi lại,Transportation cost,J4,交通費は全額支給されます。,Phí đi lại được trả toàn bộ.
v887,6.1,Bảo hiểm & Phúc lợi,住宅手当,juutaku teate,Phụ cấp nhà ở,Housing allowance,J3,住宅手当が月3万円支給されます。,"Phụ cấp nhà 30,000 yên/tháng."
v888,6.1,Bảo hiểm & Phúc lợi,家族手当,kazoku teate,Phụ cấp gia đình,Family allowance,J3,扶養家族1人につき1万円の家族手当があります。,"Phụ cấp GĐ 10,000 yên/người phụ thuộc."
v889,6.2,Họp online & DX,画面共有,gamen kyouyuu,Chia sẻ màn hình,Screen sharing,J4,画面共有してもらえますか。,Chia sẻ màn hình được không?
v890,6.2,Họp online & DX,ミュート,myuuto,Tắt mic,Mute,J4,ミュートを解除してください。,Hãy bật mic.
v891,6.2,Họp online & DX,チャット,chatto,Chat,Chat,J4,チャットで質問してください。,Hỏi qua chat.
v892,6.2,Họp online & DX,ブレイクアウトルーム,bureiku auto ruumu,Phòng thảo luận nhóm nhỏ,Breakout room,J3,ブレイクアウトルームに分かれます。,Chia thành phòng nhỏ.
v893,6.2,Họp online & DX,録画,rokuga,Ghi hình,Recording,J4,会議を録画してもよろしいですか。,Ghi hình cuộc họp được không?
v894,6.2,Họp online & DX,ペーパーレス,peepaa resu,Không giấy,Paperless,J3,ペーパーレス化を推進しています。,Đang đẩy mạnh giảm giấy.
v895,6.2,Họp online & DX,電子署名,denshi shomei,Chữ ký điện tử,Digital signature,J3,電子署名で契約できます。,Ký HĐ bằng chữ ký điện tử.
v896,6.2,Họp online & DX,RPA,aaru pii ee,Tự động hóa quy trình,Robotic Process Automation,J2,RPAで定型業務を自動化しています。,Tự động hóa nghiệp vụ bằng RPA.
v897,6.2,Họp online & DX,SaaS,saasu,Phần mềm dịch vụ,Software as a Service,J2,SaaSを導入しました。,Đã triển khai SaaS.
v898,6.2,Họp online & DX,ビッグデータ,biggu deeta,Dữ liệu lớn,Big data,J2,ビッグデータを活用した分析。,Phân tích dùng big data.
v899,6.3,Hợp đồng & Pháp lý (bổ sung),甲,kou,Bên A (hợp đồng),Party A,J2,甲は株式会社ABCとする。,Bên A là công ty ABC.
v900,6.3,Hợp đồng & Pháp lý (bổ sung),乙,otsu,Bên B (hợp đồng),Party B,J2,乙は株式会社XYZとする。,Bên B là công ty XYZ.
v901,6.3,Hợp đồng & Pháp lý (bổ sung),効力,kouryoku,Hiệu lực,Validity/force,J2,本契約は締結日より効力を生じる。,HĐ có hiệu lực từ ngày ký.
v902,6.3,Hợp đồng & Pháp lý (bổ sung),解約,kaiyaku,Hủy hợp đồng,Termination,J3,解約する場合は30日前に通知してください。,Hủy HĐ báo trước 30 ngày.
v903,6.3,Hợp đồng & Pháp lý (bổ sung),遵守事項,junshu jikou,Điều cần tuân thủ,Compliance matters,J2,遵守事項を確認してください。,Xác nhận điều cần tuân thủ.
v904,6.3,Hợp đồng & Pháp lý (bổ sung),瑕疵担保,kashi tanpo,Bảo đảm khuyết tật,Warranty against defects,J1,瑕疵担保責任を負います。,Chịu trách nhiệm bảo đảm.
v905,6.3,Hợp đồng & Pháp lý (bổ sung),不可抗力,fukakou ryoku,Bất khả kháng,Force majeure,J1,不可抗力による遅延は免責とする。,Trễ do bất khả kháng được miễn.
v906,6.3,Hợp đồng & Pháp lý (bổ sung),準拠法,junkyohou,Luật áp dụng,Governing law,J1,準拠法は日本法とする。,Luật áp dụng là luật Nhật.
v907,6.3,Hợp đồng & Pháp lý (bổ sung),管轄裁判所,kankatsu saibansho,Tòa án có thẩm quyền,Jurisdiction court,J1,東京地方裁判所を管轄裁判所とする。,Tòa Tokyo có thẩm quyền.
v908,6.3,Hợp đồng & Pháp lý (bổ sung),公正証書,kousei shousho,Văn bản công chứng,Notarized document,J1,公正証書を作成します。,Lập văn bản công chứng.
v909,6.4,Phỏng vấn xin việc,志望動機,shibou douki,Lý do ứng tuyển,Motivation for applying,J3,志望動機を教えてください。,Cho biết lý do ứng tuyển.
v910,6.4,Phỏng vấn xin việc,自己PR,jiko pii aaru,Tự giới thiệu ưu điểm,Self-promotion,J3,自己PRをお願いします。,Hãy tự giới thiệu ưu điểm.
v911,6.4,Phỏng vấn xin việc,長所,chousho,Ưu điểm,Strengths,J4,あなたの長所は何ですか。,Ưu điểm của anh là gì?
v912,6.4,Phỏng vấn xin việc,短所,tansho,Nhược điểm,Weaknesses,J4,短所をどう克服していますか。,Khắc phục nhược điểm thế nào?
v913,6.4,Phỏng vấn xin việc,前職,zenshoku,Công ty trước,Previous job,J4,前職ではどのような仕事をしていましたか。,Ở công ty trước làm gì?
v914,6.4,Phỏng vấn xin việc,退職理由,taishoku riyuu,Lý do nghỉ việc,Reason for leaving,J3,前職の退職理由を教えてください。,Lý do nghỉ việc cũ?
v915,6.4,Phỏng vấn xin việc,希望年収,kibou nenshuu,Mức lương mong muốn,Expected salary,J3,希望年収を教えてください。,Cho biết mức lương mong muốn.
v916,6.4,Phỏng vấn xin việc,入社可能日,nyuusha kanou bi,Ngày có thể bắt đầu,Available start date,J3,入社可能日はいつですか。,Khi nào có thể bắt đầu?
v917,6.4,Phỏng vấn xin việc,選考,senkou,Tuyển chọn,Selection process,J3,選考の流れを説明します。,Giải thích quy trình tuyển chọn.
v918,6.4,Phỏng vấn xin việc,適性検査,tekisei kensa,Kiểm tra năng lực,Aptitude test,J3,適性検査を受けていただきます。,Sẽ làm bài test năng lực.
v919,6.4,Phỏng vấn xin việc,最終面接,saishuu mensetsu,Phỏng vấn cuối,Final interview,J3,最終面接の日程をお知らせします。,Thông báo lịch PV cuối.
v920,6.4,Phỏng vấn xin việc,内定通知,naitei tsuuchi,Thông báo nhận việc,Job offer notice,J3,内定通知をお送りいたします。,Gửi thông báo nhận việc.
v921,6.5,Tổng hợp cuối,本日,honjitsu,Hôm nay (trang trọng),Today (formal),J4,本日はお忙しい中ありがとうございます。,Cảm ơn hôm nay trong lúc bận.
v922,6.5,Tổng hợp cuối,先日,senjitsu,Hôm trước,The other day,J4,先日はありがとうございました。,Hôm trước cảm ơn.
v923,6.5,Tổng hợp cuối,後日,gojitsu,Sau này / Hôm sau,Later date,J3,後日改めてご連絡します。,Sẽ liên lạc lại sau.
v924,6.5,Tổng hợp cuối,当日,toujitsu,Ngày hôm đó,On the day,J4,当日は10時に集合してください。,Ngày đó tập hợp lúc 10h.
v925,6.5,Tổng hợp cuối,翌日,yokujitsu,Ngày hôm sau,Next day,J3,翌日に返信しました。,Hôm sau đã trả lời.
v926,6.5,Tổng hợp cuối,前日,zenjitsu,Ngày hôm trước,Previous day,J3,前日までにご連絡ください。,Liên lạc trước 1 ngày.
v927,6.5,Tổng hợp cuối,早朝,souchou,Sáng sớm,Early morning,J3,早朝の会議は避けたいです。,Muốn tránh họp sáng sớm.
v928,6.5,Tổng hợp cuối,深夜,shin'ya,Đêm khuya,Late night,J3,深夜残業は健康に悪いです。,Tăng ca khuya hại sức khỏe.
v929,6.5,Tổng hợp cuối,年始,nenshi,Đầu năm,New Year,J3,年始のご挨拶を申し上げます。,Lời chào đầu năm.
v930,6.5,Tổng hợp cuối,年末,nenmatsu,Cuối năm,Year end,J3,年末の業務を整理します。,Sắp xếp công việc cuối năm.
v931,6.5,Tổng hợp cuối,上旬,joujun,Đầu tháng (1-10),Early (month),J3,来月上旬に会議を開きます。,Họp đầu tháng sau.
v932,6.5,Tổng hợp cuối,中旬,chuujun,Giữa tháng (11-20),Mid (month),J3,5月中旬に出張します。,Công tác giữa T5.
v933,6.5,Tổng hợp cuối,下旬,gejun,Cuối tháng (21-末),Late (month),J3,3月下旬に完了予定です。,Dự kiến xong cuối T3.
v934,6.5,Tổng hợp cuối,直ちに,tadachi ni,Ngay lập tức,Immediately,J3,直ちに対応いたします。,Xử lý ngay.
v935,6.5,Tổng hợp cuối,速やかに,sumiyaka ni,Nhanh chóng,Promptly,J2,速やかにご報告ください。,Hãy báo cáo nhanh.
v936,6.5,Tổng hợp cuối,可及的速やかに,kakyuuteki sumiyaka ni,Càng sớm càng tốt,As soon as possible,J1,可及的速やかに対応します。,Xử lý sớm nhất có thể.
v937,6.5,Tổng hợp cuối,随時,zuiji,Bất cứ lúc nào,At any time,J2,随時ご連絡ください。,Liên lạc bất cứ lúc nào.
v938,6.5,Tổng hợp cuối,適宜,tekigi,Tùy lúc / Linh hoạt,As appropriate,J2,適宜ご判断ください。,Hãy linh hoạt quyết định.
v939,6.5,Tổng hợp cuối,逐次,chikuji,Lần lượt,Sequentially,J1,逐次報告してください。,Báo cáo lần lượt.
v940,6.5,Tổng hợp cuối,一斉に,issei ni,Đồng loạt,All at once,J2,一斉にメールを送信します。,Gửi email đồng loạt.
v941,6.5,Tổng hợp cuối,段階的に,dankai teki ni,Từng bước,Gradually/in stages,J2,段階的に導入します。,Triển khai từng bước.
v942,6.5,Tổng hợp cuối,抜本的に,bappon teki ni,Triệt để / Từ gốc,Fundamentally,J1,抜本的な改革が必要です。,Cần cải cách triệt để.
v943,6.5,Tổng hợp cuối,包括的に,houkatsu teki ni,Toàn diện,Comprehensively,J1,包括的に検討します。,Xem xét toàn diện.
v944,6.5,Tổng hợp cuối,暫定的に,zantei teki ni,Tạm thời,Provisionally,J2,暫定的な対応を行います。,Xử lý tạm thời.
v945,6.5,Tổng hợp cuối,恒久的に,koukyuu teki ni,Vĩnh viễn / Lâu dài,Permanently,J1,恒久的な解決策を模索します。,Tìm giải pháp lâu dài.
v946,6.5,Tổng hợp cuối,表面的に,hyoumen teki ni,Bề ngoài,Superficially,J2,表面的な対策では不十分です。,Biện pháp bề ngoài không đủ.
v947,6.5,Tổng hợp cuối,根本的に,konpon teki ni,Về căn bản,Fundamentally,J2,根本的な原因を突き止めます。,Xác định nguyên nhân căn bản.
v948,6.5,Tổng hợp cuối,相対的に,soutai teki ni,Tương đối,Relatively,J2,相対的に見て良い結果です。,Tương đối mà nói KQ tốt.
v949,6.5,Tổng hợp cuối,絶対的に,zettai teki ni,Tuyệt đối,Absolutely,J2,絶対的な基準はありません。,Không có tiêu chuẩn tuyệt đối.
v950,6.5,Tổng hợp cuối,総合的に,sougou teki ni,Tổng hợp,Comprehensively,J2,総合的に判断します。,Đánh giá tổng hợp.
v951,6.5,Tổng hợp cuối,画期的な,kakki teki na,Đột phá,Groundbreaking,J1,画期的な新製品を開発しました。,Phát triển SP đột phá.
v952,6.5,Tổng hợp cuối,飛躍的な,hiyaku teki na,Nhảy vọt,Dramatic/leaping,J1,飛躍的な成長を遂げました。,Đạt tăng trưởng nhảy vọt.
v953,6.5,Tổng hợp cuối,先駆的な,senku teki na,Tiên phong,Pioneering,J1,先駆的な取り組みとして注目されています。,Được chú ý như nỗ lực tiên phong.
v954,6.5,Tổng hợp cuối,多角的に,takaku teki ni,Đa chiều / Đa diện,From multiple angles,J1,多角的に分析します。,Phân tích đa chiều.
v955,6.5,Tổng hợp cuối,自発的に,jihatsu teki ni,Tự phát / Chủ động,Voluntarily,J2,自発的に行動してください。,Hãy chủ động hành động.
v956,6.5,Tổng hợp cuối,効果的に,kouka teki ni,Hiệu quả,Effectively,J3,時間を効果的に使いましょう。,Hãy dùng thời gian hiệu quả.
v957,6.5,Tổng hợp cuối,計画的に,keikaku teki ni,Có kế hoạch,Systematically,J3,計画的に進めてください。,Hãy tiến hành có kế hoạch.
v958,6.5,Tổng hợp cuối,建設的な,kensetsu teki na,Xây dựng (ý kiến),Constructive,J2,建設的なご意見をお願いします。,Xin ý kiến xây dựng.
v959,6.5,Tổng hợp cuối,現実的な,genjitsu teki na,Thực tế,Realistic,J3,現実的な目標を設定しましょう。,Đặt mục tiêu thực tế.
v960,6.5,Tổng hợp cuối,具体的に,gutai teki ni,Cụ thể,Specifically,J3,具体的に教えていただけますか。,Nói cụ thể được không?
